alt,caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,firstComment,hashtags/0,hashtags/1,hashtags/2,hashtags/3 ,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11," ""hashtags/12""",hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags /20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28 ,hashtags/29,id,likesCount,locationId,locationName,mentions/0,mentions/1,mentions/2,mentions/3,ownerFullName, ownerId,ownerUsername,position,productType,queryTag,shortCode,timestamp,type,url,"videoViewCountvideoViewCount""videoViewCount"""
#娓呭績绂忓叏#鎵? shakedrink#Spring Festival New Year movie# Thunder cloth puppet show# Su Huanzhen drink bag# Happy New Year# Su Huanzhen# January 28," 2022 Spring Festival witnesses the legend""",0,814, 1080 , https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/271385189_916294255737899_6016531664038661161_n.jpg?_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=111&_nc_ohc= d_nRkYnwJNQAX_2sPJY&edm=AA0rjkIBAAAA&ccb=7-4&oh=00_AT8pc3tzf-kJimKZ2jn6W_WPNo-hgGUknDNi4-rkz01_Sg&oe=61E85E9E&_nc_sid=d997c6,,Happy New Year Movie,Happy Beverage Bag,Chinese New Year True Drink Bag,Happy New Year,Supremely True,"The Spring Festival witnesses the legend on January 28, 2022",,,,,,,,,,,,,,,,,,,,, ,2.74565E+18,0,,,,,,,,12604109533,,149,,Thunderbolt Puppet Show,CYahHHwOF6w,2022-01-07T03:48:31.000Z, Image,https://www.instagram.com/p/CYahHHwOF6w/,,,,
"Photo by Qingxinfuquan Xinyi Fude Store on January 06, 2022. May be an anime-style image of text.","馃敟The world is shocked 馃敟Qingxinfuquan has launched a limited edition Su Huanzhen"" drink bag", which is extraordinary! ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you want to master half the sky in civil and military affairs," you must first master ""Su is true"". During the Spring Festival"," even children and children will bring ""Susu"" to drink and watch thunderbolts", and celebrate the New Year.馃イ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 11:00 a.m. on 1/10, come to the store to buy a large drink," add 150 yuan to buy a ""Su Huanzhen"" drink bag", the quantity is limited, while stocks last.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The beverage bag uses the sublimation full-color transfer printing technology to delicately present the spirit, temperament, clothing and weapons of the characters, with Susu's elegant demeanor and Qingxin Fuquan delicious beverages in one hand, to enjoy the full joy and auspiciousness of the year of Renyin!馃Ё馃Ё,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈻睵recautions:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. The number of each store for this premium purchase is limited, while stocks last.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Wear a mask and maintain proper social distance when queuing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3. This premium purchase is limited to ""in-store"" consumption", and is not applicable to delivery, telephone reservations and consumption through delivery platforms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈻瞫tore baseQuery: https://pse.is/MAGDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈻睸ome stores have postponed salesInquiry: https://www.chingshin.tw/upload/image/20220106product03.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#娓呭績绂忓叏#鎵? shakedrink#Spring Festival New Year movie# thunder cloth puppet show# Su Huanzhen drink bag# Happy New Year# Su Huanzhen #January 28," 2022 Spring Festival witnesses the legend""",0,814, 1080 , https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/271306629_284454463642485_5967995465685484421_n.jpg?_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=109&_nc_ohc= uXsKLxKD2z0AX_mG5UQ&edm=AA0rjkIBAAAA&ccb=7-4&oh=00_AT9-VmUVI4aoU4brra_fvEAYGtIU2unx0VJ3CTylm0MPOQ&oe=61E81944&_nc_sid=d997c6,,Qingxinfuquan,Hand-shaking drink bag,"Chinese New Year """,Happy New Year,Su Huizhen,"The Spring Festival witnesses the legend on January 28, 2022",,,,,,,,,,,,,,,,,,,,,,2.74565E+18,1,,,,,,,,4649546450,,150,,Thunderbolt Puppet Show,CYahEB6Pr5E,2022-01-07T03:48:05.000Z,Image, https://www.instagram.com/p/CYahEB6Pr5E/,,,,
"Photo by Half Bottle of Vinegar on January 06, 2022. May be an image of one or more people.",[Su Huanzhen] Film Producer's Notes\When Half Bottle of Vinegar Meets Ten Chashu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In fact, I have been wanting to write this paragraph since I wanted to start writing the production notes, but every time I want to start writing, I am full of ambition, and I finally started writing today.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The words ""Ten Car Books Huang Qianghua"" come to meIt is a legendary word. I have watched Pili Puppet Show since I was a child", starting from [Pili Crazy Blade]. Although I can鈥檛 say that I am a diehard fan of Pili Puppet Show, I am the home of Pili Puppet Show.A household name, the screenwriter, director and chairman of the board, Huang Qianghua, is a legend for people of my generation. It is a name that only appears in newspapers and TV. I never thought I would see it. real people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So it is conceivable that when I first met Huang Qianghua, the chief director of [Su Huanzhen]How terrified I was, and that was a meeting where I was going to tell him about my thoughts on the character creation of the movie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I still remember the first description, it was inExplaining my assumptions about the background story and mental journey of the character, I mentioned the state of mind of a certain character, and then used some of my own experience to interpret the character," to the effect that ""a child who has never been seen since he was a child will want it very much. to prove yourself"," so you will do a lot of things that go against the expectations of your elders.What did you do?""", but I didn't expect Huang Qianghua to ask me at the very beginning when he looked at me with a non-stop grin.Say:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so you aresay me?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I didn't expect him to ask me that, so I hurriedly explained to himSaid this is my personal life experience, I have my own philosophy and what I want to do, my father does not understand my workAnd worry. He often constantly questioned me, but in my ears, these would become his disapproval of me, or his contempt for my efforts. Therefore, I would like to make some achievements to prove myself, and I think, in some ways, this may be the eternal gulf between all Taiwanese children and their fathers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don't know if this statement explains anything, but since then," I feel like my ""boss of bosses"" seems to have become very fond of teasing me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My impression of Huang Qianghua is that he doesn't look like a sixty-something at all.A 30-year-old man, he and I use the language and structure of the 30-year-old house to communicate without obstacles, even [Dragon Ball], [Youyou Hakushu], [The Lord of the Rings], [Game of Thrones] ] Even [Blade Runner] and other characters and storiesI am familiar with all of them, so when I talk to him about some character personalities, he has a way to immediately understand what I mean when I casually mention the role examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huang Qianghua was also the first person I met who didn't need to explain the meaning of my pseudonym to him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Once, he asked me to take his hitchhiker from Tuku to Huwei," and someone on the road suddenly asked me why I called it ""half bottle of vinegar"". Before I could speak", Huang Qianghua started to explain to me why:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because it doesn't make a sound when it's full, it's only halfway through to make it loud. He probably meant that he didn't need to pretend that he knew everything and then didn't speak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is indeed a ten-car book.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After that, every time I went to him to discuss scripts and plans, I always had a bet in my head.foot:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nervous and nervous, exciting and exciting, and now half a bottle of vinegar is going to find Shichashu again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Car Books Huang Qianghua is an old urchin. He can write hundreds of character settings for a story. Each character has a unique background story, and every time I have a meeting with him, the setting stories of these characters will change. There will be other stories. The background and scale of the initial story of [Su Huanzhen] were written by him incomparably grandiose. Due to the budget and time, we often need to curb his endless ideas. At the beginning, I reminded him in the way of Hollywood movies. Hollywood movie scripts are about one page per minute, so we proposed the number of pages we hoped for the script. canEnough about a hundred pages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As a result, he promised tofootOn the day of this book, I did receive a 100-page script, but when I opened it, the script was shrunk to a very small size, and there were no broken paragraphs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So I was angry and funny, so I had to bite the bullet and go to him and ask him to change it again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Then sometimes, he will deliberately write the people around him into the script, and then take the opportunity to test whether we have seriously read the script he wrote. I saw the character in the play calling my real name, and right after that, the soldier with my real name died.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He is usually quite approachable, and he is also quite willing to try new things. Like the picture this time, when Marco and I borrowed a few more lightsabers and took them to the studio for everyone to try new things, he was very happy to take them. When playing with a lightsaber.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finally," I come a littleTell me what I understand about the ""Ten Chas Books""The idea behind Huang Qianghua's creation [Su Huanzhen].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the early days of joining the production team, I asked him specifically," what does the name ""Su Huanzhen"" mean?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I wonder if he is rarely asked this question, but he was quite happy after listening to it.Absolutely:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Su means ""simple and elegant"""," and ""refreshing"" means ""returning to the original.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And [Su Huanzhen] is going to start telling the origin story this time. Master Su Huanzhen's eight-fingered unicorn appears again, but after decades, the author's mood when he created his master and apprentice is completely different from his current mood. . Back then, Shicheshu was a young man who was still trying to prove himself to the world, but now he is the master of the entire group, and he no longer needs to prove himself, and he cares about future generations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In fact, I don't think I need to point out this point, just from the past few years, every time he has been interviewed and mentioned things, I can feel it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the past, the ten-car writing style was really similar to the eight-fingered unicorn, as if writing his rebelliousness and cynicism in the script, but now the ten-car writing style is still the same as the eight-fingered unicorn. Now I have written my lamentation about the world situation and my concern for future generations in the eight-fingered unicorn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So more than once, just by reading the script, I can read the great sensibility in it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Although my ""half bottle of vinegar"" has successfully retired after the filming of ""Su Huanzhen""", I may not have the chance to encounter Shicheshu again, but for me," ""Tencheshu"" Huang Qianghua ",Absolutely the funniest person I've ever met in my life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He has a foresight that is thirty years ahead of his peers in Taiwan," and can write a fantasy story between the four realms of ""Ku Ji Chu Dao"" before the ""Lord of the Rings"" story swept the fantasy world in Taiwan. He is mischievous by nature and loves to tease people. There are always countless characters and stories in his head", and he can always feel his strong warmth between his words.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Suhuanzhen# Thunder Puppet Show#榛勫己鍗?# Ten Cha Shu""",1,923,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.2885- 15 / fr / e15 / s1080x1080 / 271496346_1398737797256083_8818905982724153725_n.jpg? _nc_ht = scontent-atl3-2.cdninstagram.com & _nc_cat = 107 & _nc_ohc = qCU0nUFjjtoAX9LGKJY & edm = AA0rjkIBAAAA & ccb = 7-4 & oh = 00_AT8bcv2cAov8CLMuRZRgrnTcmYNxmPslrGIWfkRcWb0-Gw & oe = 61E98F56 & _nc_sid = d997c6 , , also really ,Puppet Show,Huang Qianghua,Book of Ten Cars,,,,,,,,,,,,,,,,,,,,,,,,,,2.74529E+18,41,,,,,,,,3297049656,,151,,Thunderbolt Puppet Show,CYZOWSLs-tF,2022-01-06T15:45:19.000Z,Image, https://www.instagram.com/p/CYZOWSLs-tF/,,,
"Photo by Write Liu Chenghe on January 06, 2022. May be an image of text."," ""Only human beings can think of holes and stitches.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#write liuchenghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#handwriting#practice calligraphy#hard pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#handwrittentext#handwritten sentences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#閵?鎶痯uppet#puppet show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#闋傛瓕瑭?#Classic Quotations""",0,1080,1080,https://z-p42-instagram.fgbe3-1.fna.fbcdn.net/v/t51.2885-15/e35 /s1080x1080/271342226_275323094664431_5222141759173255794_n.jpg?_nc_ad=zm&_nc_ht=z-p42-instagram.fgbe3-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=7k1dNXyzVUsAX8eFO3T&edm=AA0rjkIBAAAA&ccb=7-4&oh=00_AT9zrVa46zUX966DGwlkwJwCF90IiC4RLIug1Az4c2naUg&oe=61E8AEDC&_nc_sid=d997c6 , ," write stream Chenghe"""," ""Handwriting"""," ""Practicing Chinese Characters"""," ""Hard Pen Characters"""," ""Handwriting Words"""," ""Handwriting Sentences"""," ""Perak Puppet Show"""," ""Puppet Show"""," ""Perak Quotations"""," ""Classic Quotations""",, ,,,,,,,,,,,,,,,,,,2.74529E+18,14,,,,,,,,46179745884,,152,,Thunderbolt Puppet Show," ""CYZOQi4hIWZ""",2022-01-06T15:44:32.000Z,Image,https://www.instagram.com/p/CYZOQi4hIWZ/,,,
"Photo by wei掳锝♀媶飧? 饾摢 饾攢饾摬饾摰饾摰 on January 06, 2022. May be an anime-style image.",#鐜嬫灄#寰涘嘲娴?:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure power without trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don't know the name of strength or weakness;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiscriminately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I do not know the movement of hidden changes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tyrant#king,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The King of the Scales / The Two Scales Against the World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#鍚嶈█#瑷?钁?#Wenqing#Quotations#will,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#馃専 #闋婂竷甯僷lay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#闋婁含鏄烺ecorded 椋?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#浜簊hape#comic#movie#photography#woody day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#picture good 銇? 銇? 浜恒仺 銇? 銈? 銇? 銇?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#photogood 銇? 銇? 銇? 銇? 銈? 銇? 銇?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#銇娿倓銇欍伩銇仌銇?#Goodnight#goodnight""",0,1080,1080,https://z-p42-instagram.fgbe3-1.fna.fbcdn.net/v/t51.2885-15/e35 /s1080x1080/271562277_681360419940374_6857943788765513293_n.jpg?_nc_ad=zm&_nc_ht=z-p42-instagram.fgbe3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=S1_vH7FOrZYAX8uCgh6&edm=AA0rjkIBAAAA&ccb=7-4&oh=00_AT9ugWMPjmHfwPe5AAzNF_bdlf4GZABML2R_aXm0XRh05Q&oe=61E97224&_nc_sid=d997c6 , , imperial scales ,Xu Fengxun,The Tyrant,The King,Famous Words,Yanyu,Wen Qing,Quotations,will,馃専,Perak Puppet Show,"Perak Jingxuan recorded the next 闃?"""," ""human figure"""," ""comic"""," ""picture"""," ""photograph"""," ""wooden day"""," ""the picture is good 銇? 銇? 浜恒仺 銇? 銈? 銇? 銇?"""," ""the photo is good 銇? 銇? 浜? 銇? 銈? 銇? 銇?"""," ""銇? 銈? 銇? 銇? 銇? 銇? 銇?"" ",Goodnight,goodnight,,,,,,,,,2.74523E+18,23,,,,,,,,1339060785,,153,,Thunderbolt Puppet Show,CYZBqegFHDT,2022-01-06T13:54:29.000Z,Image ,https://www.instagram.com/p/CYZBqegFHDT/,,
"Photo by Shu Long Qin Fox Detective Agency on January 06, 2022. May be an anime-style image of text.",馃 Shu Long Qin Fox Support Association 2022 PILIFAN Recruitment Commemorative Gift Official Edition馃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馃摚馃摚Extra鉂?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鉁═he official version of the recruitment commemorative gift is out鉁?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The giveaway is in production, please wait patientlyPhew~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈿狅笍銆怰emind again銆?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Only those who purchase the gift pack before 12/15 and fill in the [Gift Pack Purchase Return Form] can enjoy the ""Three Enjoys""Yo ~鉂?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈻禘njoy official exclusive unlock gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈻禘njoy the support club's own freebies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈻禘njoy the qualification to set up a bonus lottery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadline for filling in: until 1/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銆怗ift Package Purchase Return Form銆?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馃敎https://forms.gle/hQmk6AD3AbqyaMjBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you don't fill it out, you won't be able to get the gift prepared by Master Qinhu.馃槶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馃摚Qinhu reallyWorth everyone's love鈥? 锔?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈿營f you have any questions, please send a private message to FB Fan Professional, and the editor will answer you as soon as possible馃榿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馃Shu Long Qin Fox Detective Agency FB Fan Special馃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/qinkitsune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#shulongqinhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2022Pilifan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#kylin pavilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#闋婂竷甯働LAY""",1,1347,1080,https://z-p42-instagram.fgbe3-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080 /271393248_416890170187934_8876258587295489903_n.jpg?_nc_ad=zm&_nc_ht=z-p42-instagram.fgbe3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=9lwvRCsbsxAAX9FUfQw&edm=AA0rjkIBAAAA&ccb=7-4&oh=00_AT9cU9hNto-EgE0Oz9Hq1Rux2IEThekV9mqX6nz1YqKkpg&oe=61E7BD8E&_nc_sid=d997c6 , , Shu Longqin Fox ,2022Pilifan,Kylin Pavilion,Thunderbolt Puppet Show,,,,,,,,,,,,,,,,,,,,,,,,,,2.74521E+18,16,,,,,,,,49603231800,,154,,Puppet Show,CYY8spKFWYt,2022-01-06T13:11:05.000Z,Image,https:// www.instagram.com/p/CYY8spKFWYt/,,,
," ""get clean two for free",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# thunder cloth puppet show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Suhuizhen""",0,1166,750,https://z-p42-instagram.fgbe3-1.fna.fbcdn.net/v/t51.2885-15/e35/271317197_322665686417232_8566278839989903640_n .jpg? _nc_ad = zm & _nc_ht = z-p42-instagram.fgbe3-1.fna.fbcdn.net & _nc_cat = 100 & _nc_ohc = g1HBSgoLdAAAX8FecBp & edm = AA0rjkIBAAAA & ccb = 7-4 & oh = 00_AT93wBaP3i9d93fMs5lbcva9Cy9YvPdd4mYR0wL32rwQ5A & oe = 61E3FCB4 & _nc_sid = d997c6 , , Pili puppet , True True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74521E+18,1,,,,,,,,1384762485,,155,igtv,Thunderbolt Puppet Show,CYY8MVJBl6P,2022-01-06T13:07:10.000Z,Video,https://www.instagram.com/p /CYY8MVJBl6P/,31,
"Photo by latitude掳锝♀媶飧? 饾摢 饾攢饾摬饾摰饾摰 on January 06, 2022. May be a closeup.",#鐜夋爲涓规#鏈堟棤澹帮細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The water of Tamagawa is gurgling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient drinkers are like gods.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking at a hundred thousand things in the world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No shortage of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Then listen to the two or three strings outside the emblem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#馃寵 #鏈?/ #hengshan spirit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#瑭?#涓栧崕#瑷?钁?#鏂囬潚#Quotations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#馃専 #闋婂竷甯僷lay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
